St. Jude Medical. File Revision : 5.6.1
Export Data Element : DxL
Export from Study : study_dwsG703731_2022_02_01_08_20_13
Export from Segment : Finish Model
Export User Comments : Add comments here
Export files Stored in Dir : /var/STJ/Clinical/systemStudy/study_dwsG703731_2022_02_01_08_20_13/export/2024_06_14_09_11_34/
Export Start Time (h:m:s.msec) : 10:20:24.166
Export Start Time (secs usecs) : 1643710824 166203
Export End Time (h:m:s.msec) : 08:20:19.353
Export End Time (secs usecs) : 1643703619 352735
Export Duration (h:m:s.msec) : -2:00:-5.187

Total number of data points (columns):, 18
 This is file 1 of 1 for map,MAP_A
 Points sorted in order of acceptance (first to last)
 *******************************************************************************
*     The lines following "Begin data" contain (one column per data point)
* the point number (order of collection); the labels of the roving/reference/
* Signal 1/Signal 2/Signal 3 traces; the Local Activation Time (LAT) detected
* on the reference trace (measured in samples from the beginning of the data
* interval); the end time of the traces (in sec); the end frame index (not used, always 0);
* the LAT detected on the reference trace (in sec);
* the LAT detected on the roving trace (in sec);
* the peak-to-peak and peak negative voltages of the roving trace (in mV);
* CFE mean and CFE standard deviation measures (in msec);
* the x/y/z coordinates of the roving electrode;
* the x/y/z coordinates of the roving electrode projected onto the map surface;
* the cycle length of the roving trace (in msec);
* a flag for whether it was displayed on the map;
* a flag for whether it was used to compute the map;
* the detection algorithm code and parameter for the roving trace;
* the detection algorithm code and parameter for the reference trace; and
* the low voltage ID (in mV).
* Following these lines are 6 lines of single entry field for wave data:
* the segment data length (in msec); the exported data length (in msec);
* the data sample rate (in Hz); and 3 CFE algorithm parameters of peak-to-peak
* sensitivity (in mV), CFE width (in msec) and CFE refractory(in msec).
* Following these lines are 5 blocks of wave data.
* The blocks each contain a blank line; trace labels for each data point;
* and the all points for the roving trace and points for
* the reference/Signal 1/Signal 2/Signal 3 traces (if present) respectively.
* Following these lines is a section labeled "FFT spectrum is available for FFT maps only"
* which contains (one column per data point) the labels of the CFE detection roving trace;
* the CFE detection count; and the CFE detection sample index;
*******************************************************************************
Begin data
pt number:,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
peak neg:,-0.6090,-0.5820,-1.4480,-1.5610,-1.6490,-1.5050,-1.8010,-1.4490,-0.3590,-0.7920,-0.4520,-1.3490,-0.3390,-1.5540,-1.5440,-1.1160,-0.3390,-0.2950
CFE mean:,500.123,500.123,500.123,500.123,500.123,500.123,500.123,500.123,500.123,500.123,500.123,500.123,500.123,500.123,500.123,500.123,500.123,500.123
CFE stddev:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
roving x:,-2.805,-2.885,-3.340,-3.660,-6.080,-7.765,-3.155,-5.320,-3.560,-5.555,-4.010,-4.855,-4.970,-4.510,-1.870,-4.555,-4.970,-3.810
roving y:,-110.315,-116.215,-118.075,-125.805,-120.530,-128.470,-129.455,-122.665,-123.985,-123.935,-122.770,-116.020,-133.060,-121.755,-121.660,-123.250,-133.060,-130.270
roving z:,234.830,237.590,233.470,227.450,223.795,230.170,230.460,241.550,239.125,241.485,238.255,226.140,228.720,231.635,232.510,231.220,228.720,243.460
surfPt x:,1.777,-0.100,-0.812,-2.169,-6.166,-8.832,-1.716,-1.299,-0.535,-0.885,-0.571,-4.676,-1.641,-1.644,-1.084,-1.719,-1.641,-0.197
surfPt y:,-110.899,-117.189,-118.276,-125.529,-120.556,-128.031,-129.460,-121.601,-123.765,-122.898,-122.747,-115.956,-132.473,-121.752,-121.680,-123.246,-132.473,-130.266
surfPt z:,234.757,238.507,232.472,227.099,223.961,224.661,230.430,242.600,239.228,241.872,238.272,225.839,228.638,230.608,232.250,230.370,228.638,244.358
cycle len:,573.114,910.297,697.961,596.215,576.554,543.622,567.216,793.807,613.911,698.452,600.147,702.876,538.706,581.47,586.877,671.418,538.706,344.557
displayed:,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
utilized:,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
rov detect:,abs Peak,abs Peak,abs Peak,abs Peak,abs Peak,abs Peak,abs Peak,abs Peak,abs Peak,abs Peak,abs Peak,abs Peak,abs Peak,abs Peak,abs Peak,abs Peak,abs Peak,abs Peak
rov param:,0.3000,0.3000,0.3000,0.3000,0.3000,0.3000,0.3000,0.3000,0.3000,0.3000,0.3000,0.3000,0.3000,0.3000,0.3000,0.3000,0.3000,0.3000
ref detect:,Max,Max,Max,Max,Max,Max,Max,Max,Max,Max,Max,Max,Max,Max,Max,Max,Max,Max
ref param:,0.7090,0.7090,0.7090,0.7090,0.7090,0.7090,0.7090,0.7090,0.7090,0.7090,0.7090,0.7090,0.7090,0.7090,0.7090,0.7090,0.7090,0.7090
Low V ID:,0.1000,0.1000,0.1000,0.1000,0.1000,0.1000,0.1000,0.1000,0.1000,0.1000,0.1000,0.1000,0.1000,0.1000,0.1000,0.1000,0.1000,0.1000
Seg data len:,1
Exported seconds:,1
Sample rate:,2034.50
CFE P-P sensitivity (mv),0.0400
CFE Width (ms),10
CFE Refractory (ms),30

rov trace:,ABL    D-2,ABL    D-2,ABL    D-2,ABL    D-2,ABL    D-2,ABL    D-2,ABL    D-2,ABL    D-2,ABL    D-2,ABL    D-2,ABL    D-2,ABL    D-2,ABL    D-2,ABL    D-2,ABL    D-2,ABL    D-2,ABL    D-2,ABL    D-2
,0.0090,0.0020,-0.0180,0.0000,0.0080,0.0150,-0.0020,0.0040,-0.0730,-0.0060,0.0120,-0.0270,-0.0020,-0.0030,-0.0040,0.0790,-0.0020,-0.0020
,0.0070,0.0040,-0.0170,0.0000,0.0100,0.0130,0.0010,0.0040,-0.0660,-0.0010,0.0130,-0.0270,-0.0060,-0.0030,-0.0020,0.0750,-0.0060,-0.0030
,0.0070,0.0050,-0.0160,0.0000,0.0120,0.0110,0.0020,0.0050,-0.0580,0.0020,0.0140,-0.0280,-0.0080,-0.0010,0.0010,0.0690,-0.0080,-0.0030
,0.0070,0.0040,-0.0160,0.0000,0.0140,0.0090,0.0020,0.0060,-0.0560,0.0050,0.0150,-0.0290,-0.0090,0.0010,0.0050,0.0610,-0.0090,-0.0030
,0.0060,0.0020,-0.0160,0.0010,0.0150,0.0070,0.0000,0.0080,-0.0620,0.0060,0.0170,-0.0310,-0.0080,0.0020,0.0070,0.0530,-0.0080,-0.0010
,0.0040,0.0010,-0.0170,0.0040,0.0140,0.0050,0.0000,0.0090,-0.0720,0.0080,0.0190,-0.0310,-0.0060,0.0010,0.0090,0.0460,-0.0060,-0.0010
,0.0020,0.0000,-0.0170,0.0080,0.0110,0.0030,0.0000,0.0090,-0.0750,0.0090,0.0220,-0.0290,-0.0050,-0.0010,0.0110,0.0410,-0.0050,-0.0010
,0.0020,-0.0010,-0.0150,0.0110,0.0060,0.0010,0.0020,0.0090,-0.0630,0.0110,0.0230,-0.0250,-0.0050,-0.0020,0.0120,0.0390,-0.0050,-0.0020
,0.0020,-0.0010,-0.0130,0.0120,0.0020,-0.0020,0.0060,0.0090,-0.0310,0.0130,0.0220,-0.0190,-0.0060,-0.0020,0.0130,0.0400,-0.0060,-0.0030
,0.0030,-0.0020,-0.0090,0.0100,-0.0010,-0.0040,0.0090,0.0090,0.0110,0.0140,0.0210,-0.0150,-0.0070,-0.0010,0.0160,0.0430,-0.0070,-0.0030
,0.0030,-0.0030,-0.0070,0.0060,-0.0030,-0.0060,0.0100,0.0080,0.0520,0.0160,0.0200,-0.0120,-0.0070,0.0010,0.0190,0.0460,-0.0070,-0.0010
,0.0020,-0.0050,-0.0040,0.0020,-0.0050,-0.0070,0.0090,0.0070,0.0800,0.0170,0.0230,-0.0110,-0.0050,0.0000,0.0210,0.0470,-0.0050,0.0010
,0.0010,-0.0050,-0.0020,0.0000,-0.0080,-0.0070,0.0080,0.0040,0.0900,0.0170,0.0290,-0.0110,-0.0020,-0.0020,0.0210,0.0440,-0.0020,0.0040
,-0.0010,-0.0050,0.0020,0.0000,-0.0100,-0.0070,0.0090,0.0020,0.0870,0.0150,0.0350,-0.0100,-0.0010,-0.0040,0.0200,0.0370,-0.0010,0.0040
,-0.0020,-0.0040,0.0060,0.0010,-0.0120,-0.0070,0.0120,0.0010,0.0780,0.0110,0.0400,-0.0070,-0.0010,-0.0060,0.0180,0.0280,-0.0010,0.0030
,-0.0030,-0.0020,0.0110,0.0010,-0.0120,-0.0090,0.0180,-0.0010,0.0670,0.0070,0.0420,-0.0020,-0.0040,-0.0050,0.0150,0.0200,-0.0040,0.0000
,-0.0060,0.0000,0.0150,0.0010,-0.0100,-0.0110,0.0260,-0.0020,0.0530,0.0030,0.0420,0.0050,-0.0080,-0.0030,0.0140,0.0150,-0.0080,-0.0030
,-0.0090,0.0010,0.0170,0.0000,-0.0050,-0.0130,0.0330,-0.0050,0.0330,0.0010,0.0420,0.0110,-0.0120,0.0000,0.0150,0.0120,-0.0120,-0.0040
,-0.0110,0.0010,0.0180,-0.0030,-0.0010,-0.0150,0.0380,-0.0070,0.0080,0.0010,0.0460,0.0160,-0.0140,0.0020,0.0150,0.0100,-0.0140,-0.0050
,-0.0130,0.0010,0.0180,-0.0060,0.0030,-0.0140,0.0380,-0.0080,-0.0150,0.0020,0.0500,0.0180,-0.0140,0.0030,0.0150,0.0070,-0.0140,-0.0050
,-0.0140,0.0000,0.0190,-0.0090,0.0050,-0.0130,0.0350,-0.0070,-0.0250,0.0030,0.0510,0.0190,-0.0130,0.0020,0.0130,-0.0010,-0.0130,-0.0050
,-0.0130,0.0010,0.0200,-0.0110,0.0050,-0.0100,0.0320,-0.0060,-0.0140,0.0020,0.0470,0.0180,-0.0120,0.0010,0.0090,-0.0120,-0.0120,-0.0060
,-0.0120,0.0010,0.0210,-0.0100,0.0040,-0.0070,0.0290,-0.0040,0.0130,0.0000,0.0360,0.0190,-0.0110,-0.0020,0.0040,-0.0230,-0.0110,-0.0060
,-0.0100,0.0020,0.0210,-0.0060,0.0030,-0.0040,0.0290,-0.0030,0.0440,-0.0020,0.0220,0.0200,-0.0090,-0.0050,-0.0010,-0.0310,-0.0090,-0.0060
,-0.0080,0.0030,0.0190,0.0000,0.0020,-0.0020,0.0310,-0.0030,0.0590,-0.0050,0.0110,0.0210,-0.0050,-0.0070,-0.0030,-0.0340,-0.0050,-0.0050
,-0.0060,0.0030,0.0160,0.0070,0.0010,0.0000,0.0310,-0.0040,0.0460,-0.0060,0.0060,0.0220,-0.0010,-0.0060,-0.0010,-0.0330,-0.0010,-0.0040
,-0.0040,0.0030,0.0120,0.0120,0.0000,0.0010,0.0280,-0.0030,0.0070,-0.0070,0.0080,0.0230,0.0020,-0.0010,0.0020,-0.0300,0.0020,-0.0040
,-0.0040,0.0030,0.0080,0.0130,-0.0020,0.0010,0.0230,-0.0020,-0.0390,-0.0070,0.0130,0.0220,0.0030,0.0070,0.0050,-0.0290,0.0030,-0.0030
,-0.0040,0.0020,0.0070,0.0100,-0.0030,0.0010,0.0150,-0.0010,-0.0710,-0.0060,0.0150,0.0200,0.0010,0.0160,0.0070,-0.0310,0.0010,-0.0030
,-0.0040,0.0000,0.0070,0.0040,-0.0030,0.0000,0.0080,-0.0020,-0.0810,-0.0050,0.0110,0.0170,-0.0030,0.0240,0.0070,-0.0330,-0.0030,-0.0020
,-0.0040,-0.0010,0.0070,-0.0020,-0.0020,0.0010,0.0020,-0.0030,-0.0760,-0.0050,0.0010,0.0150,-0.0060,0.0260,0.0050,-0.0340,-0.0060,-0.0010
,-0.0020,0.0000,0.0060,-0.0060,0.0000,0.0020,-0.0030,-0.0050,-0.0730,-0.0050,-0.0120,0.0120,-0.0070,0.0230,0.0020,-0.0320,-0.0070,-0.0010
,0.0010,0.0020,0.0040,-0.0070,0.0010,0.0040,-0.0060,-0.0070,-0.0870,-0.0050,-0.0220,0.0110,-0.0060,0.0170,0.0000,-0.0280,-0.0060,-0.0030
,0.0050,0.0040,0.0000,-0.0080,0.0000,0.0050,-0.0080,-0.0060,-0.1140,-0.0060,-0.0270,0.0090,-0.0030,0.0120,-0.0020,-0.0230,-0.0030,-0.0040
,0.0080,0.0070,-0.0050,-0.0100,-0.0030,0.0060,-0.0100,-0.0050,-0.1320,-0.0070,-0.0270,0.0060,-0.0010,0.0100,-0.0040,-0.0220,-0.0010,-0.0050
,0.0080,0.0070,-0.0100,-0.0110,-0.0060,0.0060,-0.0120,-0.0040,-0.1160,-0.0070,-0.0260,0.0000,0.0020,0.0100,-0.0060,-0.0240,0.0020,-0.0060
,0.0060,0.0060,-0.0140,-0.0100,-0.0090,0.0040,-0.0150,-0.0030,-0.0530,-0.0070,-0.0280,-0.0070,0.0030,0.0110,-0.0090,-0.0270,0.0030,-0.0060
,0.0020,0.0040,-0.0160,-0.0050,-0.0090,0.0030,-0.0180,-0.0030,0.0420,-0.0060,-0.0350,-0.0150,0.0050,0.0110,-0.0110,-0.0280,0.0050,-0.0060
,-0.0020,0.0040,-0.0150,0.0040,-0.0050,0.0020,-0.0220,-0.0020,0.1410,-0.0050,-0.0460,-0.0220,0.0050,0.0080,-0.0130,-0.0260,0.0050,-0.0060
,-0.0050,0.0050,-0.0130,0.0150,0.0010,0.0010,-0.0260,-0.0010,0.2090,-0.0040,-0.0580,-0.0250,0.0040,0.0050,-0.0120,-0.0200,0.0040,-0.0040
,-0.0070,0.0070,-0.0110,0.0240,0.0060,0.0020,-0.0280,0.0010,0.2290,-0.0040,-0.0650,-0.0270,0.0030,0.0010,-0.0100,-0.0130,0.0030,-0.0010
,-0.0060,0.0070,-0.0090,0.0270,0.0100,0.0040,-0.0280,0.0040,0.2060,-0.0040,-0.0640,-0.0260,0.0020,0.0000,-0.0070,-0.0070,0.0020,0.0030
,-0.0030,0.0060,-0.0090,0.0250,0.0100,0.0060,-0.0260,0.0070,0.1630,-0.0040,-0.0570,-0.0250,0.0020,-0.0010,-0.0070,-0.0030,0.0020,0.0070
,0.0000,0.0030,-0.0100,0.0200,0.0080,0.0070,-0.0230,0.0090,0.1300,-0.0020,-0.0480,-0.0250,0.0020,0.0000,-0.0090,-0.0020,0.0020,0.0090
,0.0030,0.0010,-0.0120,0.0140,0.0060,0.0080,-0.0230,0.0090,0.1240,0.0010,-0.0450,-0.0250,0.0030,0.0000,-0.0150,0.0000,0.0030,0.0090
,0.0050,-0.0010,-0.0120,0.0120,0.0050,0.0080,-0.0260,0.0080,0.1420,0.0050,-0.0510,-0.0250,0.0040,0.0000,-0.0230,0.0020,0.0040,0.0080
,0.0060,0.0000,-0.0110,0.0140,0.0030,0.0060,-0.0330,0.0060,0.1550,0.0080,-0.0620,-0.0240,0.0040,0.0000,-0.0320,0.0050,0.0040,0.0060
,0.0070,0.0000,-0.0090,0.0190,0.0020,0.0030,-0.0410,0.0060,0.1270,0.0110,-0.0680,-0.0220,0.0020,0.0000,-0.0390,0.0080,0.0020,0.0040
,0.0060,0.0000,-0.0070,0.0220,-0.0010,-0.0010,-0.0480,0.0060,0.0370,0.0120,-0.0610,-0.0190,0.0010,-0.0010,-0.0410,0.0100,0.0010,0.0030
,0.0040,-0.0010,-0.0050,0.0200,-0.0040,-0.0050,-0.0500,0.0070,-0.1040,0.0120,-0.0350,-0.0160,0.0010,-0.0020,-0.0390,0.0110,0.0010,0.0030
,0.0020,-0.0030,-0.0050,0.0130,-0.0060,-0.0070,-0.0470,0.0070,-0.2540,0.0130,0.0050,-0.0130,0.0030,-0.0050,-0.0320,0.0120,0.0030,0.0030
,0.0000,-0.0040,-0.0040,0.0000,-0.0070,-0.0070,-0.0400,0.0070,-0.3670,0.0130,0.0460,-0.0100,0.0060,-0.0080,-0.0210,0.0140,0.0060,0.0020
,-0.0010,-0.0040,-0.0030,-0.0140,-0.0060,-0.0060,-0.0330,0.0040,-0.4160,0.0140,0.0780,-0.0070,0.0100,-0.0100,-0.0090,0.0180,0.0100,0.0020
,-0.0010,-0.0040,-0.0010,-0.0270,-0.0030,-0.0050,-0.0290,0.0010,-0.4140,0.0130,0.0940,-0.0050,0.0120,-0.0130,0.0030,0.0210,0.0120,0.0010
,0.0020,-0.0050,0.0020,-0.0360,0.0000,-0.0040,-0.0310,-0.0020,-0.3900,0.0110,0.0950,-0.0020,0.0110,-0.0160,0.0150,0.0230,0.0110,0.0020
,0.0040,-0.0080,0.0050,-0.0420,0.0030,-0.0050,-0.0370,-0.0040,-0.3660,0.0070,0.0880,0.0000,0.0080,-0.0190,0.0260,0.0210,0.0080,0.0030
,0.0040,-0.0110,0.0080,-0.0440,0.0040,-0.0060,-0.0440,-0.0060,-0.3400,0.0030,0.0750,0.0010,0.0030,-0.0220,0.0340,0.0180,0.0030,0.0030
,0.0020,-0.0130,0.0100,-0.0430,0.0030,-0.0060,-0.0500,-0.0070,-0.2950,-0.0010,0.0600,0.0030,-0.0010,-0.0250,0.0390,0.0130,-0.0010,0.0040
,-0.0020,-0.0130,0.0120,-0.0390,0.0000,-0.0050,-0.0500,-0.0070,-0.2230,-0.0030,0.0370,0.0050,-0.0050,-0.0290,0.0420,0.0090,-0.0050,0.0030
,-0.0080,-0.0100,0.0130,-0.0330,-0.0030,-0.0030,-0.0450,-0.0070,-0.1390,-0.0030,0.0060,0.0070,-0.0060,-0.0350,0.0480,0.0050,-0.0060,0.0020
,-0.0120,-0.0050,0.0140,-0.0250,-0.0050,-0.0020,-0.0370,-0.0050,-0.0760,-0.0020,-0.0280,0.0090,-0.0070,-0.0430,0.0580,0.0020,-0.0070,0.0020
,-0.0150,-0.0030,0.0130,-0.0170,-0.0050,-0.0010,-0.0270,-0.0020,-0.0570,-0.0010,-0.0530,0.0110,-0.0060,-0.0500,0.0720,-0.0030,-0.0060,0.0030
,-0.0150,-0.0030,0.0120,-0.0080,-0.0040,-0.0010,-0.0190,0.0030,-0.0760,-0.0010,-0.0560,0.0140,-0.0050,-0.0540,0.0890,-0.0080,-0.0050,0.0030
,-0.0150,-0.0050,0.0100,-0.0030,-0.0020,-0.0010,-0.0140,0.0050,-0.0980,-0.0030,-0.0350,0.0170,-0.0040,-0.0540,0.1040,-0.0150,-0.0040,0.0030
,-0.0130,-0.0080,0.0080,-0.0010,0.0010,0.0010,-0.0130,0.0050,-0.0860,-0.0040,-0.0020,0.0210,-0.0020,-0.0470,0.1110,-0.0210,-0.0020,0.0020
,-0.0110,-0.0090,0.0070,-0.0050,0.0030,0.0030,-0.0130,0.0030,-0.0270,-0.0060,0.0200,0.0250,-0.0010,-0.0340,0.1110,-0.0240,-0.0010,0.0000
,-0.0070,-0.0080,0.0070,-0.0140,0.0040,0.0060,-0.0140,0.0010,0.0610,-0.0070,0.0130,0.0270,0.0010,-0.0170,0.1050,-0.0240,0.0010,-0.0030
,-0.0030,-0.0060,0.0070,-0.0220,0.0060,0.0100,-0.0140,-0.0020,0.1410,-0.0080,-0.0270,0.0280,0.0020,0.0030,0.0970,-0.0220,0.0020,-0.0040
,0.0010,-0.0040,0.0070,-0.0250,0.0080,0.0130,-0.0130,-0.0020,0.1860,-0.0070,-0.0820,0.0280,0.0030,0.0220,0.0900,-0.0210,0.0030,-0.0050
,0.0030,-0.0040,0.0070,-0.0190,0.0110,0.0160,-0.0110,-0.0020,0.1900,-0.0070,-0.1250,0.0250,0.0020,0.0380,0.0830,-0.0220,0.0020,-0.0060
,0.0030,-0.0050,0.0060,-0.0040,0.0140,0.0180,-0.0080,-0.0020,0.1680,-0.0060,-0.1380,0.0220,0.0010,0.0490,0.0720,-0.0240,0.0010,-0.0070
,0.0010,-0.0070,0.0030,0.0170,0.0170,0.0200,-0.0040,-0.0020,0.1460,-0.0060,-0.1230,0.0190,0.0010,0.0550,0.0560,-0.0250,0.0010,-0.0070
,-0.0010,-0.0080,-0.0010,0.0380,0.0190,0.0200,-0.0010,-0.0030,0.1400,-0.0060,-0.1000,0.0150,0.0020,0.0560,0.0330,-0.0240,0.0020,-0.0070
,-0.0010,-0.0080,-0.0060,0.0570,0.0180,0.0170,0.0000,-0.0040,0.1490,-0.0040,-0.0920,0.0100,0.0030,0.0550,0.0060,-0.0220,0.0030,-0.0050
,0.0000,-0.0070,-0.0100,0.0710,0.0160,0.0140,0.0010,-0.0040,0.1650,-0.0030,-0.1060,0.0050,0.0050,0.0560,-0.0230,-0.0190,0.0050,-0.0030
,0.0010,-0.0050,-0.0120,0.0820,0.0120,0.0100,0.0010,-0.0050,0.1750,-0.0020,-0.1260,-0.0010,0.0060,0.0620,-0.0510,-0.0170,0.0060,-0.0010
,0.0030,-0.0030,-0.0130,0.0910,0.0070,0.0070,0.0030,-0.0060,0.1760,-0.0030,-0.1240,-0.0050,0.0060,0.0750,-0.0780,-0.0160,0.0060,0.0000
,0.0050,-0.0010,-0.0120,0.0980,0.0040,0.0050,0.0070,-0.0070,0.1690,-0.0040,-0.0770,-0.0080,0.0060,0.0910,-0.1030,-0.0150,0.0060,0.0000
,0.0060,0.0010,-0.0100,0.0990,0.0020,0.0040,0.0140,-0.0060,0.1610,-0.0060,0.0130,-0.0100,0.0080,0.1040,-0.1250,-0.0110,0.0080,-0.0010
,0.0080,0.0020,-0.0070,0.0920,0.0020,0.0040,0.0230,-0.0040,0.1550,-0.0060,0.1210,-0.0120,0.0120,0.1100,-0.1450,-0.0050,0.0120,-0.0010
,0.0100,0.0030,-0.0040,0.0750,0.0030,0.0050,0.0340,-0.0010,0.1490,-0.0040,0.2090,-0.0140,0.0150,0.1080,-0.1600,0.0010,0.0150,0.0000
,0.0120,0.0040,-0.0020,0.0510,0.0050,0.0060,0.0430,0.0020,0.1420,-0.0020,0.2510,-0.0170,0.0170,0.1000,-0.1700,0.0060,0.0170,0.0010
,0.0120,0.0040,-0.0020,0.0270,0.0080,0.0070,0.0510,0.0030,0.1330,-0.0010,0.2420,-0.0200,0.0170,0.0900,-0.1710,0.0070,0.0170,0.0020
,0.0110,0.0050,-0.0040,0.0060,0.0100,0.0080,0.0550,0.0030,0.1240,-0.0010,0.2000,-0.0210,0.0140,0.0820,-0.1650,0.0070,0.0140,0.0010
,0.0090,0.0050,-0.0090,-0.0080,0.0100,0.0080,0.0550,0.0020,0.1140,-0.0030,0.1540,-0.0210,0.0110,0.0740,-0.1520,0.0060,0.0110,0.0000
,0.0060,0.0040,-0.0140,-0.0160,0.0090,0.0070,0.0510,0.0020,0.1050,-0.0040,0.1310,-0.0200,0.0080,0.0640,-0.1400,0.0060,0.0080,-0.0010
,0.0060,0.0020,-0.0170,-0.0230,0.0060,0.0060,0.0440,0.0030,0.0960,-0.0040,0.1370,-0.0180,0.0060,0.0480,-0.1340,0.0090,0.0060,0.0000
,0.0070,0.0010,-0.0170,-0.0300,0.0020,0.0060,0.0340,0.0050,0.0880,-0.0030,0.1530,-0.0160,0.0040,0.0260,-0.1410,0.0120,0.0040,0.0030
,0.0100,0.0000,-0.0150,-0.0380,-0.0020,0.0060,0.0260,0.0060,0.0830,-0.0010,0.1450,-0.0140,0.0040,0.0000,-0.1600,0.0140,0.0040,0.0070
,0.0130,0.0000,-0.0110,-0.0430,-0.0040,0.0040,0.0190,0.0060,0.0830,0.0010,0.0800,-0.0140,0.0040,-0.0280,-0.1860,0.0150,0.0040,0.0100
